Data,Pressao,Temperatura,Umidade
2008-12-18,null,null,null,
2008-12-19,1008.9,null,64.7,
2008-12-20,1009,27.5,69.2,
2008-12-21,null,null,68.8,
2008-12-22,1011.2,28,66.4,
2008-12-23,1011.4,27.3,68.6,
2008-12-24,1010.3,27.5,67.3,
2008-12-25,1009.1,27.6,67.5,
2008-12-26,1008.9,27.5,67.8,
2008-12-27,1009.7,27.1,69.3,
2008-12-28,1010.1,27.8,68.9,
2008-12-29,1010.5,27.6,64.4,
2008-12-30,null,null,61.6,
2008-12-31,1011.2,26.4,69.2,
2009-01-01,null,null,62.7,
2009-01-02,null,null,null,
2009-01-03,null,null,61.2,
2009-01-04,1009.7,27.5,70.4,
2009-01-05,null,null,67.1,
2009-01-06,null,null,67.9,
2009-01-07,null,null,66.9,
2009-01-08,null,null,66.3,
2009-01-09,1012.2,null,65.9,
2009-01-10,null,null,null,
2009-01-11,null,null,null,
2009-01-12,null,null,null,
2009-01-13,null,null,null,
2009-01-14,1011.3,27.2,69.3,
2009-01-15,1011.3,26.8,72,
2009-01-16,1012.2,24.4,90.5,
2009-01-17,1011.4,null,80.4,
2009-01-18,null,null,null,
2009-01-19,null,null,null,
2009-01-20,null,null,null,
2009-01-21,null,null,null,
2009-01-22,null,null,null,
2009-01-23,null,null,null,
2009-01-24,null,null,null,
2009-01-25,null,null,null,
2009-01-26,null,null,null,
2009-01-27,null,null,null,
2009-01-28,null,null,null,
2009-01-29,null,null,null,
2009-01-30,null,null,null,
2009-01-31,null,null,null,
2009-02-01,null,null,null,
2009-02-02,null,null,null,
2009-02-03,null,null,null,
2009-02-04,null,null,null,
2009-02-05,null,null,null,
2009-02-06,null,null,null,
2009-02-07,null,null,null,
2009-02-08,null,null,null,
2009-02-09,null,null,null,
2009-02-10,null,null,67.9,
2009-02-11,1011.3,27.4,72,
2009-02-12,1009.7,26,81.4,
2009-02-13,1008.7,26.3,79.5,
2009-02-14,1009.4,26.3,77.1,
2009-02-15,1009.4,26.8,76.8,
2009-02-16,1009.1,null,75,
2009-02-17,null,null,null,
2009-02-18,null,null,null,
2009-02-19,null,null,null,
2009-02-20,null,null,null,
2009-02-21,null,null,null,
2009-02-22,null,null,null,
2009-02-23,null,null,null,
2009-02-24,null,null,null,
2009-02-25,null,null,null,
2009-02-26,null,null,null,
2009-02-27,null,null,70.8,
2009-02-28,1010.4,23.6,91.3,
2009-03-01,null,null,91.6,
2009-03-02,null,null,null,
2009-03-03,null,null,null,
2009-03-04,null,null,null,
2009-03-05,null,null,null,
2009-03-06,null,null,null,
2009-03-07,null,null,null,
2009-03-08,null,null,null,
2009-03-09,null,null,null,
2009-03-10,null,null,null,
2009-03-11,null,null,null,
2009-03-12,null,null,null,
2009-03-13,null,null,null,
2009-03-14,null,null,null,
2009-03-15,null,null,null,
2009-03-16,null,null,null,
2009-03-17,null,null,null,
2009-03-18,null,null,null,
2009-03-19,null,null,null,
2009-03-20,null,null,null,
2009-03-21,null,null,null,
2009-03-22,null,null,null,
2009-03-23,null,null,null,
2009-03-24,null,null,null,
2009-03-25,null,null,null,
2009-03-26,null,null,null,
2009-03-27,null,null,null,
2009-03-28,null,null,null,
2009-03-29,null,null,null,
2009-03-30,null,null,null,
2009-03-31,null,null,null,
2009-04-01,null,null,null,
2009-04-02,null,null,null,
2009-04-03,null,null,null,
2009-04-04,null,null,null,
2009-04-05,null,null,null,
2009-04-06,null,null,null,
2009-04-07,null,null,null,
2009-04-08,null,null,null,
2009-04-09,null,null,null,
2009-04-10,null,null,null,
2009-04-11,null,null,null,
2009-04-12,null,null,null,
2009-04-13,null,null,null,
2009-04-14,null,null,null,
2009-04-15,null,null,null,
2009-04-16,null,null,null,
2009-04-17,null,null,null,
2009-04-18,null,null,null,
2009-04-19,null,null,null,
2009-04-20,null,null,null,
2009-04-21,null,null,null,
2009-04-22,null,null,null,
2009-04-23,null,null,null,
2009-04-24,null,null,null,
2009-04-25,null,null,null,
2009-04-26,null,null,null,
2009-04-27,null,null,null,
2009-04-28,null,null,null,
2009-04-29,null,null,null,
2009-04-30,null,null,null,
2009-05-01,null,null,null,
2009-05-02,null,null,null,
2009-05-03,null,null,null,
2009-05-04,null,null,null,
2009-05-05,null,null,null,
2009-05-06,null,null,null,
2009-05-07,null,null,null,
2009-05-08,null,null,null,
2009-05-09,null,null,null,
2009-05-10,null,null,null,
2009-05-11,null,null,null,
2009-05-12,null,null,null,
2009-05-13,null,null,null,
2009-05-14,null,null,null,
2009-05-15,null,null,null,
2009-05-16,null,null,null,
2009-05-17,null,null,null,
2009-05-18,null,null,null,
2009-05-19,null,null,null,
2009-05-20,null,null,null,
2009-05-21,null,null,null,
2009-05-22,null,null,null,
2009-05-23,null,null,null,
2009-05-24,null,null,null,
2009-05-25,null,null,null,
2009-05-26,null,null,null,
2009-05-27,null,null,null,
2009-05-28,null,null,null,
2009-05-29,null,null,null,
2009-05-30,null,null,null,
2009-05-31,null,null,null,
2009-06-01,null,null,null,
2009-06-02,null,null,null,
2009-06-03,null,null,null,
2009-06-04,null,null,null,
2009-06-05,null,null,null,
2009-06-06,null,null,null,
2009-06-07,null,null,null,
2009-06-08,null,null,null,
2009-06-09,null,null,null,
2009-06-10,null,null,null,
2009-06-11,null,null,null,
2009-06-12,null,null,null,
2009-06-13,null,null,null,
2009-06-14,null,null,null,
2009-06-15,null,null,null,
2009-06-16,null,null,null,
2009-06-17,null,null,null,
2009-06-18,null,null,null,
2009-06-19,null,null,null,
2009-06-20,null,null,null,
2009-06-21,null,null,null,
2009-06-22,null,null,null,
2009-06-23,null,null,null,
2009-06-24,null,null,null,
2009-06-25,null,null,null,
2009-06-26,null,null,null,
2009-06-27,null,null,null,
2009-06-28,null,null,null,
2009-06-29,null,null,null,
2009-06-30,null,null,null,
2009-07-01,null,null,null,
2009-07-02,null,null,null,
2009-07-03,null,null,74,
2009-07-04,1013.6,24.7,85.8,
2009-07-05,1014.1,24.8,84.2,
2009-07-06,1014.9,23,94.3,
2009-07-07,1014.2,24.5,84.8,
2009-07-08,1014.4,23.5,87.2,
2009-07-09,1014.4,24.2,85.5,
2009-07-10,1013.3,25.8,77,
2009-07-11,1013.3,24.3,85.3,
2009-07-12,1014.3,24.4,87.7,
2009-07-13,1015,24.7,88.3,
2009-07-14,1015.5,24.3,86.4,
2009-07-15,1014.9,24,89.7,
2009-07-16,1015,24.7,85.9,
2009-07-17,1015.5,24.9,82.3,
2009-07-18,1014.8,23.6,84.5,
2009-07-19,1013.5,24.2,86.8,
2009-07-20,1013.8,24.5,88.2,
2009-07-21,1014.1,23.8,92.5,
2009-07-22,1013.7,23.9,92.1,
2009-07-23,1013.2,25.3,85.3,
2009-07-24,1013.9,24.4,86.1,
2009-07-25,1014.9,24.6,84.5,
2009-07-26,1015.4,24,87,
2009-07-27,1015,23.4,86.7,
2009-07-28,1014.6,23.5,85.2,
2009-07-29,1014.4,24.2,85,
2009-07-30,1015.2,24.3,85,
2009-07-31,1015.7,23.6,85.9,
2009-08-01,1015.4,24.2,88,
2009-08-02,1015.2,24.4,83.9,
2009-08-03,1015.6,25.1,79.3,
2009-08-04,1015,25.3,81.8,
2009-08-05,1014.5,24.2,87.5,
2009-08-06,1014.6,23.4,91.8,
2009-08-07,1015.4,24.9,83.7,
2009-08-08,1015.9,25.2,76.1,
2009-08-09,1015.2,23.6,90.2,
2009-08-10,1015.1,24.9,81,
2009-08-11,1015.6,24.2,84.8,
2009-08-12,1016.3,24.7,75.5,
2009-08-13,1015.5,24.1,83.8,
2009-08-14,1014.1,24.1,84.2,
2009-08-15,1013.8,24.3,77.2,
2009-08-16,1014.4,24.6,73,
2009-08-17,1013.7,23.4,82.7,
2009-08-18,1012.9,23.6,88.4,
2009-08-19,1012.1,24.8,83.2,
2009-08-20,1012.4,25.3,85.6,
2009-08-21,1012.5,25.4,82.7,
2009-08-22,1011.8,25.1,83.5,
2009-08-23,1013.2,25.4,75.9,
2009-08-24,1012.8,24.5,85.9,
2009-08-25,1012.6,24.6,87.7,
2009-08-26,null,null,77.9,
2009-08-27,1015,24.1,82.9,
2009-08-28,1015.1,23.9,84.5,
2009-08-29,1014.6,24.1,82,
2009-08-30,1014.7,23.4,79.8,
2009-08-31,1014.6,24.5,74.6,
2009-09-01,1015.4,23.4,82.5,
2009-09-02,1015.7,24.8,84,
2009-09-03,1015.5,null,78.6,
2009-09-04,null,null,null,
2009-09-05,1015.6,24.9,78.5,
2009-09-06,1015.9,26.4,73.9,
2009-09-07,1015.1,26.5,75.9,
2009-09-08,1014,26.2,74.9,
2009-09-09,1014.6,26.3,70.9,
2009-09-10,1015.8,25.6,71.2,
2009-09-11,1015.6,25.3,79.3,
2009-09-12,1014.9,24.3,85,
2009-09-13,1015,24,85.1,
2009-09-14,1015.7,23.4,90.5,
2009-09-15,1015.6,24.1,89.3,
2009-09-16,1014.3,25.1,83.3,
2009-09-17,1013.6,25.5,77.1,
2009-09-18,1013.5,25.1,80.1,
2009-09-19,1014.6,26.4,72.9,
2009-09-20,1014.3,25.8,82.8,
2009-09-21,1013,25.5,80.4,
2009-09-22,1012.2,25.6,79.8,
2009-09-23,1013,25.6,73.1,
2009-09-24,1013,24.4,77.5
2009-09-25,1013.2,24.9,77.8,
2009-09-26,1014.7,26,73.8,
2009-09-27,1014.5,26.3,72,
2009-09-28,1015.4,26.2,72.8,
2009-09-29,1014.8,26.4,71,
2009-09-30,1014.3,24.8,78.1,
2009-10-01,1015.1,24.8,77.6,
2009-10-02,1014.5,24.7,76,
2009-10-03,1014.2,24.3,78,
2009-10-04,1013.4,24.6,76.7,
2009-10-05,1013.1,25.2,75.2,
2009-10-06,1013.9,25.3,79.8,
2009-10-07,null,null,72.4,
2009-10-08,1013.7,26,73.8,
2009-10-09,1012.2,25.2,75.4,
2009-10-10,1011.6,26.1,70.1,
2009-10-11,null,null,null,
2009-10-12,1011,25.5,77.6,
2009-10-13,1011.4,25.9,74.5
2009-10-14,1010.9,25.9,74.9,
2009-10-15,1011,26.3,79.3,
2009-10-16,1012.4,25.7,78.6,
2009-10-17,1012.7,25.4,78.1,
2009-10-18,1011.6,25.3,77.3,
2009-10-19,1011,25.1,76,
2009-10-20,1011.3,25.8,76,
2009-10-21,1011.5,27,67.4,
2009-10-22,1010.4,26.3,69.3,
2009-10-23,1010.6,27.1,69,
2009-10-24,1010.4,26.9,72,
2009-10-25,1010.3,27.7,69.7,
2009-10-26,1010.7,26.5,73.5,
2009-10-27,1011.5,26.8,68.2,
2009-10-28,1011.9,27.1,65.3,
2009-10-29,1010.7,27.6,66.5,
2009-10-30,1009.5,26.6,73.5,
2009-10-31,1010.4,27.1,70.6,
2009-11-01,1010.7,27.4,67.6,
2009-11-02,1011.7,26.9,71,
2009-11-03,1011.3,27.1,68.7,
2009-11-04,1012.6,27.7,67.3,
2009-11-05,1014.1,27.3,71.4,
2009-11-06,1012.7,27.5,69.3,
2009-11-07,1011.5,27.5,66.1,
2009-11-08,1011.3,27.3,66.6,
2009-11-09,1011.3,27.1,67.3,
2009-11-10,1011.5,27.1,66.8,
2009-11-11,1010.3,27,68.9,
2009-11-12,1009.5,27.1,65.3,
2009-11-13,1010.1,27.1,65.3,
2009-11-14,1011.6,26.6,72.4,
2009-11-15,1011,25.9,73.1,
2009-11-16,1009.9,25.9,73.6,
2009-11-17,1010.3,26.5,74.8,
2009-11-18,1012,27.2,69.1,
2009-11-19,1012.8,26.4,71.3,
2009-11-20,1013.2,27,68.5,
2009-11-21,1013.7,25.7,73.1,
2009-11-22,1013,25,77.4,
2009-11-23,1010.8,25.2,77.5
2009-11-24,1010.5,25.3,80.1,
2009-11-25,1011.4,26.5,74,
2009-11-26,1013.1,26.8,68.4,
2009-11-27,1012.6,26.5,74.5
2009-11-28,1011.4,27.4,72.3,
2009-11-29,1010.9,27.4,73.4,
2009-11-30,1010.6,27.7,71.8,
2009-12-01,1010.8,27.4,70,
2009-12-02,1011.2,26.6,70.7,
2009-12-03,1011.2,26.8,76.1,
2009-12-04,1010.6,26.9,74.4,
2009-12-05,1010.7,27.4,73.3,
2009-12-06,1011.4,27.8,73,
2009-12-07,1011.4,27.6,71.8,
2009-12-08,1011.3,27.2,67.9,
2009-12-09,1011.5,26.7,71.5,
2009-12-10,1011.5,26.5,76,
2009-12-11,1011.7,27.7,68.7,
2009-12-12,1011.4,27.1,69.8,
2009-12-13,1010.3,27.3,73.1,
2009-12-14,1010.4,27.8,70,
2009-12-15,1011,27.4,71.5,
2009-12-16,1011.4,26.9,78.5,
2009-12-17,1011.9,26.2,80.6,
2009-12-18,1012,27.6,72.8,
2009-12-19,1012.3,27.4,74.6,
2009-12-20,1012.5,26.8,76.3,
2009-12-21,1013.1,27.4,69.5,
2009-12-22,1013.4,26.6,79.8,
2009-12-23,1013.6,26.6,79.5,
2009-12-24,1012.6,27.2,77.1,
2009-12-25,1011.5,27.1,78,
2009-12-26,1011.2,28.1,74.1,
2009-12-27,1010.8,27.8,77.2,
2009-12-28,1010.4,28.3,73.1,
2009-12-29,1010,27.7,71.2,
2009-12-30,1010.2,26.9,76,
2009-12-31,1010.2,27.4,75.8,
2010-01-01,1010.6,26.2,82.4,
2010-01-02,1010.9,26.8,77.4,
2010-01-03,1011.6,26.3,78.8,
2010-01-04,1012.1,26.2,82.1,
2010-01-05,1011.6,26.3,79.1,
2010-01-06,1010.4,26.5,75.3,
2010-01-07,1010.6,26.4,76.7,
2010-01-08,1011.2,27.9,73.3,
2010-01-09,1011,26.5,78.4,
2010-01-10,1010.7,26.2,81.4,
2010-01-11,1010.9,25.8,84.1,
2010-01-12,1011.8,26.2,80.3,
2010-01-13,1012.5,26.1,78.6,
2010-01-14,1012.7,26.8,75.5,
2010-01-15,1013.2,26.7,77.5
2010-01-16,1013.6,26.3,84.6,
2010-01-17,1013.2,24.8,89.5,
2010-01-18,1012.8,25.5,84.2,
2010-01-19,1011.8,25,88,
2010-01-20,1011.5,24.7,90,
2010-01-21,1011.8,25.4,87.4,
2010-01-22,1011.3,26.6,78.9,
2010-01-23,1010.3,25.9,85.3,
2010-01-24,1010,26.6,78,
2010-01-25,1010,26,81.7,
2010-01-26,1009.8,27.2,79.3,
2010-01-27,1009.5,27.9,77.1,
2010-01-28,1010.1,27.3,78.6,
2010-01-29,1010.2,27,79.1,
2010-01-30,1011,26.8,80.7,
2010-01-31,1011.4,26.8,81.2,
2010-02-01,1012.4,27.5,75.5,
2010-02-02,1012.3,27.3,77.2,
2010-02-03,1011.6,27.2,79.9,
2010-02-04,1011.5,27.8,76.8,
2010-02-05,1010.9,28.1,73,
2010-02-06,1011,27.3,75.2,
2010-02-07,1010.3,27.3,77.9,
2010-02-08,1009.6,27.9,76,
2010-02-09,1009.1,27.3,79.8,
2010-02-10,1008.6,27.2,74.7,
2010-02-11,1008.3,26.7,79.8,
2010-02-12,1009.8,27,80.3,
2010-02-13,1010.7,26.6,75.3,
2010-02-14,1010.8,26.4,79.6,
2010-02-15,1011.1,26.4,80.5,
2010-02-16,1010.9,27.3,81.7,
2010-02-17,1011.2,27,82.4,
2010-02-18,1012,26.4,81.8,
2010-02-19,1012.7,27.3,79.8,
2010-02-20,1011.9,28,74.1,
2010-02-21,1010.7,28.2,71.2,
2010-02-22,1010.8,27.7,76.6,
2010-02-23,1010.6,27.9,78.6,
2010-02-24,null,null,83.1,
2010-02-25,null,null,69.5,
2010-02-26,1009.6,28,77.1,
2010-02-27,1010.2,28.8,72.1,
2010-02-28,1011,27.9,75.8,
2010-03-01,1011.3,27.9,74,
2010-03-02,1011.3,27.5,74.8,
2010-03-03,1011.1,27.3,74.3,
2010-03-04,1010.4,27.4,76.5,
2010-03-05,1009.4,27.8,74.6,
2010-03-06,1008.4,27.8,74.8,
2010-03-07,1009.4,28.4,73.2,
2010-03-08,1010.8,28,75.6,
2010-03-09,1010.8,28,73.2,
2010-03-10,1010.1,27.4,73.2,
2010-03-11,1009.3,27.6,74.2,
2010-03-12,1009.6,28.4,69.1,
2010-03-13,1011.6,28.2,70.1,
2010-03-14,1012.6,28.4,71.6,
2010-03-15,1012,28.5,73.6,
2010-03-16,1011.2,28.9,62.7,
2010-03-17,1011,25.7,87.5,
2010-03-18,1011.5,27.5,80.7,
2010-03-19,1012.2,27.5,82.5,
2010-03-20,1011.1,28,78.4,
2010-03-21,1010.3,28.1,79.6,
2010-03-22,1010.6,28.1,77.4,
2010-03-23,1010.5,27.7,78.1,
2010-03-24,1009.6,27.5,78.3,
2010-03-25,1010.1,24.9,90.3,
2010-03-26,1010.4,25.7,85.4,
2010-03-27,1010.1,26.7,82.7,
2010-03-28,null,null,75.3,
2010-03-29,null,null,76.9,
2010-03-30,1010.5,27.7,80.1,
2010-03-31,1009.4,28.1,78.8,
2010-04-01,1008.6,26.8,86,
2010-04-02,1008.8,27.4,83.3,
2010-04-03,1009.8,28.4,77.5
2010-04-04,1010.6,27.4,79.5,
2010-04-05,1009.9,27.8,79.9,
2010-04-06,1008.4,27.9,81.6,
2010-04-07,1007.5,27.9,81,
2010-04-08,1008.3,28.2,81,
2010-04-09,1010.8,26.6,84.8,
2010-04-10,1011.3,25.4,90.5,
2010-04-11,1009.8,26,85.7,
2010-04-12,1009.5,26.5,84.4,
2010-04-13,1010.6,27.1,81.4,
2010-04-14,1011,27,82.3,
2010-04-15,1010.5,27.1,82.2,
2010-04-16,1010,27.7,81.2,
2010-04-17,1011.3,25.6,91.6,
2010-04-18,1012.3,26.3,85.5,
2010-04-19,1012.1,27.2,81.3,
2010-04-20,1011.1,26.6,80.1,
2010-04-21,1011.2,25.6,81,
2010-04-22,1011.4,26.7,81.3,
2010-04-23,1011.7,27,83.8,
2010-04-24,1011.9,27.4,80,
2010-04-25,1011,28,75.4,
2010-04-26,1011.1,25.6,89,
2010-04-27,1012.1,26.7,83.5,
2010-04-28,1011.6,26.4,84.5,
2010-04-29,1011.5,26.6,81.6,
2010-04-30,1010.8,26.8,80.2,
2010-05-01,1011.3,27.1,80.2,
2010-05-02,1011.8,27,81.5,
2010-05-03,1012.2,26.4,86.5,
2010-05-04,1010.6,26.2,85.3,
2010-05-05,1010.2,26.3,84.4,
2010-05-06,1011.7,26.6,80.8,
2010-05-07,1012.1,26.5,78.4,
2010-05-08,1011.2,26.4,80.9,
2010-05-09,1011.1,25.9,81.5,
2010-05-10,1010.1,26.4,81.7,
2010-05-11,1010.3,27,79.5,
2010-05-12,1010.5,25.7,90.4,
2010-05-13,1011.5,26.3,86.4,
2010-05-14,1012.6,26.4,82.1,
2010-05-15,1012.3,25.8,82.5,
2010-05-16,1011.5,25.8,83.9,
2010-05-17,1011.4,24.7,87.8,
2010-05-18,1011.6,26.5,80,
2010-05-19,1011.5,26,80.4,
2010-05-20,1011.1,25.7,83.8,
2010-05-21,1011,26.3,81.9,
2010-05-22,1010.1,25.8,84.8,
2010-05-23,1010.1,25.6,88.1,
2010-05-24,1010.3,26.1,82.1,
2010-05-25,1011.4,26.3,82.7,
2010-05-26,1011.3,26,80.4,
2010-05-27,1011.6,25.8,82.7,
2010-05-28,1011.9,26,82,
2010-05-29,1012.4,26.1,81.8,
2010-05-30,1013.4,26,81,
2010-05-31,1013.9,24.8,88.1,
2010-06-01,1013.9,26.4,81.4,
2010-06-02,1013.4,26.6,81.9,
2010-06-03,1014.1,26.4,84.3,
2010-06-04,1014.1,25,91.1,
2010-06-05,1014.4,25.2,85.9,
2010-06-06,1014,25.7,84.1,
2010-06-07,1014.8,26.3,78.9,
2010-06-08,1015.3,25.3,83.1,
2010-06-09,1014.9,25,80,
2010-06-10,1013.9,25.6,82.7,
2010-06-11,1014.3,25,85.9,
2010-06-12,1014.4,25.7,82.4,
2010-06-13,1014.5,23.7,90.9,
2010-06-14,1014.7,23.5,87.5,
2010-06-15,1015.2,23.6,89.2,
2010-06-16,1014.2,23.7,93.3,
2010-06-17,1012.4,25.1,90.5,
2010-06-18,1011.9,25.7,89.1,
2010-06-19,1012,25.7,85,
2010-06-20,1011.6,24.9,83.7,
2010-06-21,1011.9,25.5,82.1,
2010-06-22,1012.6,25.8,83,
2010-06-23,1014.3,25.5,82.1,
2010-06-24,1015.8,24.3,80.1,
2010-06-25,1015.4,25.4,79.1,
2010-06-26,1013.7,25.7,76.1,
2010-06-27,1012.9,24.2,91.1,
2010-06-28,1013.5,24.3,89.1,
2010-06-29,1013.6,24.3,84.2,
2010-06-30,1014.2,24.1,83.8,
2010-07-01,1014.4,24.2,83.9,
2010-07-02,1014,24,85.3,
2010-07-03,1013.9,24.3,77.1,
2010-07-04,1013.7,23.6,80.3,
2010-07-05,1013.4,24.4,82.1,
2010-07-06,1013.5,24.5,80.3,
2010-07-07,1013.5,23.7,86.4,
2010-07-08,null,null,null,
2010-07-09,1014.1,24.7,86.9,
2010-07-10,1013.5,24.5,85.3,
2010-07-11,1012.6,24.1,89.2,
2010-07-12,1012.4,24.7,86,
2010-07-13,1012.6,24.6,87.1,
2010-07-14,1013.1,24.7,83.9,
2010-07-15,1013.8,24.6,84.4,
2010-07-16,1014.7,25,86.1,
2010-07-17,1015.4,25.3,82.8,
2010-07-18,1015.3,24,81.5,
2010-07-19,1015.8,23.7,80.6,
2010-07-20,1016.2,23.9,79.5,
2010-07-21,1015.9,24.1,83.4,
2010-07-22,1016,24.3,84.7,
2010-07-23,1016.6,24.3,80.9,
2010-07-24,1016.1,23.6,82.8,
2010-07-25,1015.3,23.6,84.3,
2010-07-26,1014.7,23.8,81.3,
2010-07-27,1014.8,24.2,82,
2010-07-28,1015.7,25.3,73.7,
2010-07-29,1015.5,24.5,78.3,
2010-07-30,1013.5,23.8,85.8,
2010-07-31,1012.3,24.9,78,
2010-08-01,1012.8,24.4,76.6,
2010-08-02,1014.4,22.2,90.5,
2010-08-03,null,null,87.1,
2010-08-04,1014.6,23.6,79.7,
2010-08-05,1014.9,22.6,87.3,
2010-08-06,1014.7,21.5,93.1,
2010-08-07,1016.4,22.7,88.8,
2010-08-08,1016.9,23.2,81.6,
2010-08-09,1016.2,22.7,91.4,
2010-08-10,1016.5,24.9,71.6,
2010-08-11,1017.8,23,83.4,
2010-08-12,1017.7,23.5,76.4,
2010-08-13,1016.4,24.8,71.9,
2010-08-14,1014.4,23.7,78.1,
2010-08-15,1014.5,23,82,
2010-08-16,1015.6,23.4,82.5,
2010-08-17,1016.8,23.6,81.3,
2010-08-18,1016.2,23.4,79.6,
2010-08-19,1015.3,22.5,80.8,
2010-08-20,1015.3,23.1,80.6,
2010-08-21,1016.1,23,90,
2010-08-22,1016.7,23.5,87.7,
2010-08-23,1015.9,23.4,83,
2010-08-24,1015.1,24.2,80,
2010-08-25,1015.2,23.3,85.6,
2010-08-26,1014.9,24.3,83.6,
2010-08-27,1014.3,24.7,80.4,
2010-08-28,1014.1,23.6,83.2,
2010-08-29,1014.3,24.3,83.3,
2010-08-30,1014.9,24.1,78.9,
2010-08-31,1014.7,24.9,77,
2010-09-01,1014.8,24.2,80.2,
2010-09-02,1015.6,24.6,75.9,
2010-09-03,1015.7,25,69.4,
2010-09-04,1015.7,23.5,81.5,
2010-09-05,1015.8,23.8,76.1,
2010-09-06,1016.5,23.1,75.8,
2010-09-07,1015.7,23.9,78.5,
2010-09-08,1014.6,23.9,81.8,
2010-09-09,1015.3,25.1,79.3,
2010-09-10,1015.8,24.4,75.3,
2010-09-11,1014.8,24.5,74.5
2010-09-12,1014.1,24.8,76.7,
2010-09-13,1014.1,25.7,70,
2010-09-14,1014.8,24.4,82.1,
2010-09-15,1014.5,24.7,74.4,
2010-09-16,1013,25.1,72.4,
2010-09-17,1013.4,25.2,74.7,
2010-09-18,1014.4,24.7,77.8,
2010-09-19,1014.5,25,76.9,
2010-09-20,1013.9,24.2,77.4,
2010-09-21,1013.5,25.5,74.2,
2010-09-22,1014.2,25.7,70,
2010-09-23,1014.4,24.4,75.4,
2010-09-24,1014.2,24.4,79,
2010-09-25,1013.8,25,79.8,
2010-09-26,1013,25.2,77.1,
2010-09-27,1012.4,25.4,72.7,
2010-09-28,1011,25,80.6,
2010-09-29,1011.1,25.2,77,
2010-09-30,1011.6,25.8,72.7,
2010-10-01,1011.2,25,79.9,
2010-10-02,1011.6,26.3,76.8,
2010-10-03,1012.1,26,76.5,
2010-10-04,1013.8,25.4,76.1,
2010-10-05,1013.2,24.5,75.3,
2010-10-06,1013,24.1,77.4,
2010-10-07,1013.8,25.1,77.4,
2010-10-08,1014.8,26,72.8,
2010-10-09,1014,25.3,77.4,
2010-10-10,1014.1,25.9,76.8,
2010-10-11,1013.6,26.9,71.8,
2010-10-12,1013.5,26.4,73.3,
2010-10-13,1014.1,26.6,70.3,
2010-10-14,1014.4,26.7,70.1,
2010-10-15,1013.5,26.8,66.2,
2010-10-16,1013,26.1,71.4,
2010-10-17,1012.3,26.2,75.5,
2010-10-18,1012.6,26.5,73.2,
2010-10-19,1011.4,27,73.7,
2010-10-20,1011.3,27,72.9,
2010-10-21,1011.3,27,73.3,
2010-10-22,1010.6,26.5,75.6,
2010-10-23,1010.1,24.4,88.3,
2010-10-24,1010.1,25.1,84.5,
2010-10-25,1009.4,26.1,76.1,
2010-10-26,1009.2,26.8,71.8,
2010-10-27,1009.2,26.3,76,
2010-10-28,1009.5,26.4,77.2,
2010-10-29,1010.6,26.2,78.3,
2010-10-30,1011.9,25.9,78.7,
2010-10-31,1012.4,25.7,77.8,
2010-11-01,1013,27.1,70.8,
2010-11-02,1010.8,25.9,75.3,
2010-11-03,1010.3,25.5,75.3,
2010-11-04,1011.3,25.9,77.9,
2010-11-05,1012.4,26.6,76.8,
2010-11-06,1011.7,26.8,70.9,
2010-11-07,1011.8,26.5,76.5,
2010-11-08,1012.1,26.9,70,
2010-11-09,1010.4,26.2,68.3,
2010-11-10,1010.8,25.2,78.1,
2010-11-11,1012.7,26.9,73.3,
2010-11-12,1012.8,27,71.3,
2010-11-13,1011.7,26.9,72.7,
2010-11-14,1010.3,26.6,71,
2010-11-15,1011.1,25.5,74.2,
2010-11-16,1011.9,26.5,68.3,
2010-11-17,1011,25.7,71.1,
2010-11-18,1009.4,26.2,69.8,
2010-11-19,1009.4,26.9,71,
2010-11-20,1011.3,27.2,68.5,
2010-11-21,1010.9,27.2,67.6,
2010-11-22,1008.9,27.1,64.8,
2010-11-23,1007.7,27.3,63.8,
2010-11-24,1008.4,27,68.8,
2010-11-25,1010.1,27.8,67.5,
2010-11-26,1010.1,27.6,65.9,
2010-11-27,1009.4,27.8,65.8,
2010-11-28,1009.6,27.9,65.5,
2010-11-29,1011,27.6,65.9,
2010-11-30,1011.1,27.3,65.7,
2010-12-01,1010.5,26.8,71.1,
2010-12-02,1010.8,27.2,67.5,
2010-12-03,1010.5,26.4,69.6,
2010-12-04,1010.2,26.6,72.4,
2010-12-05,1010.4,27.2,70.6,
2010-12-06,1010.5,27.1,71.1,
2010-12-07,1009.2,26.9,72.2,
2010-12-08,1008.2,26.9,73.8,
2010-12-09,1007,27.8,70.1,
2010-12-10,1008.7,26.9,76.7,
2010-12-11,1009,27.7,71.9,
2010-12-12,1007.2,27.6,69.9,
2010-12-13,1006,26.8,73.4,
2010-12-14,1007.4,27.3,69.6,
2010-12-15,1009.3,26.9,72.4,
2010-12-16,1010,27.1,72.3,
2010-12-17,1009.1,26.1,78.8,
2010-12-18,1008.8,25.7,79.5,
2010-12-19,1009.5,26.6,76.9,
2010-12-20,1012.2,27,74.3,
2010-12-21,1012,26.8,79.3,
2010-12-22,1011.2,26.9,74.5
2010-12-23,1009.2,26.4,75.2,
2010-12-24,1009.4,26.7,77.5
2010-12-25,1010.6,26.7,74,
2010-12-26,1010.7,27.1,72.1,
2010-12-27,1009.6,26.2,71.7,
2010-12-28,1008.1,25.5,76.8,
2010-12-29,1007.7,26.7,71.8,
